id,sentence,subject_entity,object_entity,label
422,"2011년 5월에는 마켓에 ""종합 순위"", ""개발자 순위"", ""인기 응용 프로그램"", 그리고 ""에디터의 추천""이라는 목록이 추가되었다.","{'word': '마켓', 'start_idx': 11, 'end_idx': 12, 'type': 'INV'}","{'word': '에디터의 추천', 'start_idx': 53, 'end_idx': 59, 'type': 'INV'}",inv : comp
423,"애플은 2018년 10월 30일 페이스 ID를 아이패드로 가져와 어떤 방향으로든 얼굴 인식이 가능한 3세대 아이패드 프로를 선보였고, iOS 13은 이전 버전보다 최대 30% 빠른 업그레이드된 페이스 ID를 탑재했다.","{'word': '3세대 아이패드 프로', 'start_idx': 56, 'end_idx': 66, 'type': 'VIS'}","{'word': '얼굴 인식', 'start_idx': 45, 'end_idx': 49, 'type': 'INV'}",vis : func
424,또한 애플은 맥세이프를 통해 해당 제품의 NFC를 탐지할 수 있다.,"{'word': '맥세이프', 'start_idx': 7, 'end_idx': 10, 'type': 'VIS'}","{'word': 'NFC를 탐지', 'start_idx': 23, 'end_idx': 29, 'type': 'INV'}",vis : func
425,유리 디스플레이를 사용하여 화면 내구성이 더 좋아졌으며 접히는 부분의 화면 주름을 감소시켜 준다.,"{'word': '유리 디스플레이', 'start_idx': 0, 'end_idx': 7, 'type': 'VIS'}","{'word': '화면 주름을 감소', 'start_idx': 39, 'end_idx': 47, 'type': 'INV'}",vis : func
426,이 장치는 클램셸 디자인을 사용함으로써 HDR10+을 지원하는 6.7인치 21:9 다이내믹 AMOLED 디스플레이를 감춘다.,"{'word': 'AMOLED 디스플레이', 'start_idx': 51, 'end_idx': 62, 'type': 'VIS'}","{'word': 'HDR10+', 'start_idx': 22, 'end_idx': 27, 'type': 'INV'}",vis : func
427,"바깥에서 보면 카메라 모듈과 근접한 1.1인치 소형 외부 디스플레이를 갖추고 있고 이 화면을 통해 시간, 날짜, 배터리 상태를 보고 알림을 확인하고 전화를 걸고 뷰파인터 역할을 수행할 수 있다.","{'word': '외부 디스플레이', 'start_idx': 29, 'end_idx': 36, 'type': 'VIS'}","{'word': '뷰파인터', 'start_idx': 90, 'end_idx': 93, 'type': 'INV'}",vis : func
428,전원 단추는 프레임 안에 위치해 있으며 지문 센서의 역할도 하며 볼륨 조절기는 상단에 위치해 있다.,"{'word': '전원 단추', 'start_idx': 0, 'end_idx': 4, 'type': 'VIS'}","{'word': '지문 센서', 'start_idx': 22, 'end_idx': 26, 'type': 'INV'}",vis : func
429,"Z 플립은 안드로이드 10과 삼성의 One UI 2.1 스킨이 미리 설치되어 있으며 최신 버전은 안드로이드 11 기반 One UI 3.1.1이다. 플렉스 모드(Flex mode)라는 이름의 화면 분할 기능이 유튜브, 구글 듀오와 같은 특정 앱에서 지원된다. 또 멀티 윈도우 기능을 활용할 수 있어 두 개의 앱을 동시에 구동할 수 있다.","{'word': 'Z 플립', 'start_idx': 0, 'end_idx': 3, 'type': 'VIS'}","{'word': '멀티 윈도우', 'start_idx': 146, 'end_idx': 151, 'type': 'INV'}",vis : func
430,"4세대 이동 통신(4G)은 2G와 3G 계열의 뒤를 잇는 무선 이동 통신 표준의 네번째 세대를 의미한다. 4G 시스템은 초광대역(100+ MiB/s와 같은 기가비트 속도) 인터넷 접속, IP 전화, 게임 서비스 및 스트리밍 멀티미디어를 사용자에게 제공하는 기능을 가진 포괄적이고 안정된 all-IP 기반의 솔루션이다.","{'word': '4G 시스템', 'start_idx': 59, 'end_idx': 64, 'type': 'INV'}","{'word': '인터넷 접속', 'start_idx': 96, 'end_idx': 101, 'type': 'INV'}",inv : func
431,"페이스 ID를 이용한 인증은 일어날때 자동으로 전화기의 잠금해제, 애플페이 결제, 저장된 비밀번호 보기 등 다양한 iOS 기능을 가능하게 하는 데 사용된다.","{'word': '페이스 ID', 'start_idx': 0, 'end_idx': 5, 'type': 'INV'}","{'word': '잠금해제', 'start_idx': 31, 'end_idx': 34, 'type': 'INV'}",inv : func
432,또한 페이스 ID는 인증 없이 사용자의 얼굴 표정과 위치추적 등 50여 가지 측면을 추적할 수 있어 이모지나 카메라 필터 등 라이브 효과를 낼 수 있다.,"{'word': '페이스 ID', 'start_idx': 3, 'end_idx': 8, 'type': 'INV'}","{'word': '위치추적', 'start_idx': 29, 'end_idx': 32, 'type': 'INV'}",inv : func
433,"구글 뮤직은 사용자가 20,000개의 자신이 소유한 곡을 무료로 저장할 수 있는 공간이자 음악을 구입 할 수 있는 온라인 음악 매장이며, 선택적인 상용 음악 스트리밍 서비스이다.","{'word': '구글 뮤직', 'start_idx': 0, 'end_idx': 4, 'type': 'INV'}","{'word': '음악을 구입', 'start_idx': 50, 'end_idx': 55, 'type': 'INV'}",inv : func
434,2011년 8월 10일을 기해 대한민국 안드로이드 마켓 유료 애플리케이션의 원화 제공을 시작하여 달러가 아닌 원으로 결제가 가능해졌다.,"{'word': '안드로이드 마켓', 'start_idx': 22, 'end_idx': 29, 'type': 'INV'}","{'word': '원으로 결제', 'start_idx': 61, 'end_idx': 66, 'type': 'INV'}",inv : func
435,"단, 삼성 페이의 오프라인 결제와 온라인 결제는 지원하는 카드사가 서로 다를 수 있어서 사전에 확인해야 한다.","{'word': '삼성 페이', 'start_idx': 3, 'end_idx': 7, 'type': 'INV'}","{'word': '온라인 결제', 'start_idx': 19, 'end_idx': 24, 'type': 'INV'}",inv : func
436,"삼성 페이 미니는 오리지널 삼성 페이에서 MST를 삭제하고 온라인결제 기능만 갖고 온 앱이며, 삼성전자 외 회사의 기기에서도 안드로이드 버전 5.0 이상이면 사용이 가능하다.","{'word': '삼성 페이 미니', 'start_idx': 0, 'end_idx': 7, 'type': 'INV'}","{'word': '온라인결제', 'start_idx': 33, 'end_idx': 37, 'type': 'INV'}",inv : func
437,"또한, GUI와 마우스의 가능성을 처음으로 내다보고 애플 리사와 매킨토시에서 이 기술을 도입하였다.","{'word': 'GUI', 'start_idx': 4, 'end_idx': 6, 'type': 'INV'}","{'word': '매킨토시', 'start_idx': 36, 'end_idx': 39, 'type': 'VIS'}",inv : comp
438,사용자가 자동 업데이트를 지정하면 애플리케이션이 자동적으로 업데이트한다.,"{'word': '사용자', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '애플리케이션', 'start_idx': 19, 'end_idx': 24, 'type': 'INV'}",no_relation
439,"사용 가능한 나라는 대한민국, 미국, 영국, 캐나다, 독일, 이탈리아, 스페인, 오스트레일리아, 일본, 프랑스, 브라질, 러시아, 인도이다.","{'word': '대한민국', 'start_idx': 11, 'end_idx': 14, 'type': 'ORG'}","{'word': '나라', 'start_idx': 7, 'end_idx': 8, 'type': 'ORG'}",no_relation
440,구글은 안드로이드의 지원 폴더블 장치의 OEM(주문자 상표에 의한 제품 생산자)들과 함께 작업할 것이라고 언급하였다.,"{'word': '구글', 'start_idx': 0, 'end_idx': 1, 'type': 'ORG'}","{'word': 'OEM', 'start_idx': 22, 'end_idx': 24, 'type': 'ORG'}",no_relation
441,"미국의 Verizon 사업자가 5GTF (5G Technology Forum)를 2015년 말에 설립하여 주도하고 있으며, 5GTF에 한국에서는 KT와 SKT가 합류를 하였고, 일본의 Docomo 가 가세해 있다.","{'word': '5GTF', 'start_idx': 17, 'end_idx': 20, 'type': 'ORG'}","{'word': '2015년 말', 'start_idx': 45, 'end_idx': 51, 'type': 'DAT'}",no_relation
442,2016년 10월 4일 구글의 Made By Google 행사에서 처음 공개되었다.,"{'word': '구글', 'start_idx': 13, 'end_idx': 14, 'type': 'ORG'}","{'word': '2016년 10월 4일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",no_relation
443,"삼성은 최대 200,000번 펼칠 수 있다고 평가하였다.","{'word': '삼성', 'start_idx': 0, 'end_idx': 1, 'type': 'ORG'}","{'word': '200,000번', 'start_idx': 7, 'end_idx': 14, 'type': 'NOH'}",no_relation
444,이동 통신사들이 설치한 기지국으로부터 데이터를 받아 오는 방식으로 기지국이 촘촘하기 때문에 이동 중일 경우에 편리하다.,"{'word': '통신사', 'start_idx': 3, 'end_idx': 5, 'type': 'ORG'}","{'word': '기지국', 'start_idx': 13, 'end_idx': 15, 'type': 'POH'}",no_relation
445,이는 국제 전기 통신 연합 (International Telecommunication Union)이 지정한 IMT-2000 (International Mobile Telecommunications-2000) 표준을 준수하는 모바일 장치 및 이동 통신 사용 서비스 및 네트워크에 사용되는 일련의 표준을 기반으로 한다.,"{'word': '국제 전기 통신 연합', 'start_idx': 3, 'end_idx': 13, 'type': 'ORG'}","{'word': 'IMT-2000', 'start_idx': 60, 'end_idx': 67, 'type': 'POH'}",no_relation
446,애플이나 제3자 개발자의 앱은 시스템 프레임워크로 민감한 데이터를 보호할 수 있다.,"{'word': '애플', 'start_idx': 0, 'end_idx': 1, 'type': 'ORG'}","{'word': '데이터', 'start_idx': 32, 'end_idx': 34, 'type': 'POH'}",no_relation
447,129개 국가에서 유료로 구입할 수 있다.,"{'word': '국가', 'start_idx': 5, 'end_idx': 6, 'type': 'ORG'}","{'word': '유료', 'start_idx': 10, 'end_idx': 11, 'type': 'POH'}",no_relation
448,"TV에피소드는 미국, 영국, 일본에서만 이용할 수 있다.","{'word': '미국', 'start_idx': 8, 'end_idx': 9, 'type': 'ORG'}","{'word': 'TV에피소드', 'start_idx': 0, 'end_idx': 5, 'type': 'POH'}",no_relation
449,"구글에 따르면, 현재 수백 곡의 무료 음악이 있고, 구매 할 수 있는 음악이 약 100만여 곡이다.","{'word': '구글', 'start_idx': 0, 'end_idx': 1, 'type': 'ORG'}","{'word': '음악', 'start_idx': 21, 'end_idx': 22, 'type': 'POH'}",no_relation
450,공개 후에 초대를 받은 미국 거주자만 가능하였다.,"{'word': '미국', 'start_idx': 13, 'end_idx': 14, 'type': 'ORG'}","{'word': '거주자', 'start_idx': 16, 'end_idx': 18, 'type': 'POH'}",no_relation
451,애플리케이션은 디바이스에서 설치하거나 인터넷에서 설치할 수 있다.,"{'word': '디바이스', 'start_idx': 8, 'end_idx': 11, 'type': 'VIS'}","{'word': '애플리케이션', 'start_idx': 0, 'end_idx': 5, 'type': 'INV'}",no_relation
452,여러 보안 업체들이 안드로이드 장치의 보안 안전을 위한 애플리케이션을 개발하고 있다.,"{'word': '안드로이드 장치', 'start_idx': 11, 'end_idx': 18, 'type': 'VIS'}","{'word': '애플리케이션', 'start_idx': 31, 'end_idx': 36, 'type': 'INV'}",no_relation
453,"보안상의 이유로, 삼성 페이는 온/오프라인결제 가릴 것 없이 무조건 3G/LTE/5G 등을 켜고 사용해야 한다.","{'word': '삼성 페이', 'start_idx': 10, 'end_idx': 14, 'type': 'VIS'}","{'word': '3G', 'start_idx': 38, 'end_idx': 39, 'type': 'INV'}",no_relation
454,구글은 이번 업데이트는 안드로이드 1.6 이상의 모든 기기에 적용된다고 밝혔다.,"{'word': '구글', 'start_idx': 0, 'end_idx': 1, 'type': 'ORG'}","{'word': '기기', 'start_idx': 30, 'end_idx': 31, 'type': 'VIS'}",no_relation
455,미국 최대 통신사 버라이즌은 미네소타 등 도시에 5G 네트워크를 먼저 구축하였다.,"{'word': '버라이즌', 'start_idx': 10, 'end_idx': 13, 'type': 'ORG'}","{'word': '5G 네트워크', 'start_idx': 27, 'end_idx': 33, 'type': 'INV'}",no_relation
456,저장된 얼굴 데이터는 얼굴의 주요 디테일을 수학적으로 표현한 것으로 애플이나 다른 당사자가 접근할 수 없다.,"{'word': '애플', 'start_idx': 38, 'end_idx': 39, 'type': 'ORG'}","{'word': '얼굴 데이터', 'start_idx': 4, 'end_idx': 9, 'type': 'INV'}",no_relation
457,애플은 터치 ID가 5만분의 1인 것과 달리 페이스ID로 다른 사람이 휴대폰을 잠금,"{'word': '애플', 'start_idx': 0, 'end_idx': 1, 'type': 'ORG'}","{'word': '페이스ID', 'start_idx': 25, 'end_idx': 29, 'type': 'INV'}",no_relation
458,"그 밖에 노키아 오비 스토어와 블랙베리 앱 월드는 26%의 무료 응용 프로그램을 가지고 있었고, 윈도우의 마켓 플레이스는 고작 22%밖에 되지 않았다.","{'word': '노키아', 'start_idx': 5, 'end_idx': 7, 'type': 'ORG'}","{'word': '무료 응용 프로그램', 'start_idx': 33, 'end_idx': 42, 'type': 'INV'}",no_relation
459,구글 관계자는 이것이 사용자들에게 최대한 많은 응용 프로그램을 보여주기 위한 시도라고 말했다.,"{'word': '구글', 'start_idx': 0, 'end_idx': 1, 'type': 'ORG'}","{'word': '응용 프로그램', 'start_idx': 26, 'end_idx': 32, 'type': 'INV'}",no_relation
460,안드로이드 마켓 초기에는 미국과 영국에서만 유료 애플리케이션의 판매가 가능했다.,"{'word': '미국', 'start_idx': 14, 'end_idx': 15, 'type': 'ORG'}","{'word': '유료 애플리케이션', 'start_idx': 24, 'end_idx': 32, 'type': 'INV'}",no_relation
461,그 후에도 계속해서 유료 애플리케이션 판매 가능 국가의 범위가 더욱 확대되고 있다.,"{'word': '국가', 'start_idx': 27, 'end_idx': 28, 'type': 'ORG'}","{'word': '유료 애플리케이션', 'start_idx': 11, 'end_idx': 19, 'type': 'INV'}",no_relation
462,"또한 구글 체크아웃뿐만 아니라, 각 이통사 과금 시스템과의 연동을 적극적으로 검토하겠다고 밝힌 적이 있으나, 여전히 미국 등 일부 국가를 제외하면 지지부진한 편이다.","{'word': '미국', 'start_idx': 65, 'end_idx': 66, 'type': 'ORG'}","{'word': '구글 체크아웃', 'start_idx': 3, 'end_idx': 9, 'type': 'INV'}",no_relation
463,"S모바일 시스템즈는 구글 플레이에 등록된 애플리케이션의 20%가 퍼미션을 악의적인 용도로 사용하고 있고, 5%는 사용자의 동의 없이 통화 걸기 기능을 갖고 있다고 발표하였다.","{'word': 'S모바일 시스템즈', 'start_idx': 0, 'end_idx': 8, 'type': 'ORG'}","{'word': '구글 플레이', 'start_idx': 11, 'end_idx': 16, 'type': 'INV'}",no_relation
464,미국 통신 사업자들은 무선 및 이동 통신이라는 두 가지 별개의 범주로 계획을 세운다.,"{'word': '이동 통신', 'start_idx': 17, 'end_idx': 21, 'type': 'INV'}","{'word': '통신 사업자', 'start_idx': 3, 'end_idx': 8, 'type': 'PER'}",no_relation
465,고정 무선 기지국은 일반적으로 주거용 광대역 고객에게 mmWave 대역을 사용하는 1Gbit/s 이상의 속도로 서비스 한다.,"{'word': 'mmWave', 'start_idx': 30, 'end_idx': 35, 'type': 'INV'}","{'word': '주거용 광대역 고객', 'start_idx': 17, 'end_idx': 26, 'type': 'PER'}",no_relation
466,이 시스템은 사용자가 비자발적인 인증을 받지 않도록 하기 위해 사용자가 눈을 뜨고 장치를 보고 접근성 설정을 통해 이 기능을 비활성화할 수 있지만 일치하는 것을 시도하도록 요구한다.,"{'word': '시스템', 'start_idx': 2, 'end_idx': 4, 'type': 'INV'}","{'word': '사용자', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",no_relation
467,"Dolcourt는 플렉스 모드를 ""이제껏 가장 고유하고 흥미롭고 효율적인 기능""이라고 평한 반면 배터리는 보통이며 대부분의 멀티미디어가 이 장치의 화면비와 호환되지 않아 필러박스가 생긴다고 지적했다.","{'word': '플렉스 모드', 'start_idx': 10, 'end_idx': 15, 'type': 'INV'}","{'word': 'Dolcourt', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}",no_relation
468,아래에는 상업적 3세대 이동 통신 네트워크를 가지고 있는 나라들이 나열되어 있다.,"{'word': '3세대 이동 통신 네트워크', 'start_idx': 9, 'end_idx': 22, 'type': 'INV'}","{'word': '나라', 'start_idx': 32, 'end_idx': 33, 'type': 'ORG'}",no_relation
469,"중국의 경우 2020년대부터 본격적으로 상용화 준비에 박차를 가하게 되자, 중국 정부의 의도에 따라 5세대 이동 통신을 첨단 통신 시스템으로 활용할 계획에 있는 것으로 드러나고 있다.","{'word': '5세대 이동 통신', 'start_idx': 56, 'end_idx': 64, 'type': 'INV'}","{'word': '2020년대', 'start_idx': 7, 'end_idx': 12, 'type': 'DAT'}",no_relation
470,클라우드 미디어 플레이어는 구글 2010 I/O때 잠깐 힌트가 나왔다.,"{'word': '클라우드 미디어 플레이어', 'start_idx': 0, 'end_idx': 12, 'type': 'INV'}","{'word': '2010', 'start_idx': 18, 'end_idx': 21, 'type': 'DAT'}",no_relation
471,그러다 2020년에 유튜브 뮤직으로 통합되면서 사라졌다.,"{'word': '유튜브 뮤직', 'start_idx': 11, 'end_idx': 16, 'type': 'INV'}","{'word': '2020년', 'start_idx': 4, 'end_idx': 8, 'type': 'DAT'}",no_relation
472,2009년 2월 중순부터 미국과 영국의 유료 응용 프로그램(애플리케이션)의 판매 지원이 시작되었다.,"{'word': '애플리케이션', 'start_idx': 33, 'end_idx': 38, 'type': 'INV'}","{'word': '2009년 2월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
473,2009년 3월 13일부터 영국의 사용자들은 유료 응용 프로그램이 구매가 가능해졌다.,"{'word': '유료 응용 프로그램', 'start_idx': 25, 'end_idx': 34, 'type': 'INV'}","{'word': '2009년 3월 13일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",no_relation
474,"2009년 3월 17일, T-모바일의 안드로이드 마켓에는 2300개의 응용 프로그램이 존재했다.","{'word': '응용 프로그램', 'start_idx': 39, 'end_idx': 45, 'type': 'INV'}","{'word': '2009년 3월 17일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",no_relation
475,"2009년 3월 31일, 구글은 안드로이드 마켓에서 테더링기능을 포함한 애플리케이션을 퇴출시켰다.","{'word': '안드로이드 마켓', 'start_idx': 18, 'end_idx': 25, 'type': 'INV'}","{'word': '2009년 3월 31일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",no_relation
476,2010년 8월 응용 프로그램의 개수는 8만개로 꾸준히 증가했다.,"{'word': '응용 프로그램', 'start_idx': 9, 'end_idx': 15, 'type': 'INV'}","{'word': '2010년 8월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
477,"2010년에는 1달에 1만개에 가까운 새로운 응용 프로그램들이 안드로이드 마켓에 등록되는 등, 높은 증가세를 보였다.","{'word': '안드로이드 마켓', 'start_idx': 35, 'end_idx': 42, 'type': 'INV'}","{'word': '2010년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",no_relation
478,"2010년 10월 25일에, 안드로이드 개발자 트위터 계정에서는 안드로이드 마켓에 10만개의 응용 프로그램이 등록되었다고 발표했다.","{'word': '안드로이드', 'start_idx': 16, 'end_idx': 20, 'type': 'INV'}","{'word': '2010년 10월 25일', 'start_idx': 0, 'end_idx': 12, 'type': 'DAT'}",no_relation
479,"2010년 7월에 발표된 디스티모라는 회사의 조사 자료에 의하면, 안드로이드 마켓에 등록된 무료 응용 프로그램의 개수는 전체의 57%로, 애플의 앱 스토어의 무료 응용 프로그램의 비율이 28%로임에 비해 2배 정도 높은 수치이다.","{'word': '안드로이드 마켓', 'start_idx': 37, 'end_idx': 44, 'type': 'INV'}","{'word': '2010년 7월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
480,"2010년 12월에는 사소한 업데이트가 진행되어, 마켓의 응용 프로그램 필터링이 더 강화되고, 유료 응용 프로그램의 환불 가능시간을 기존의 24시간 또는 48시간에서 15분으로 대폭 감소시켰다.","{'word': '응용 프로그램 필터링', 'start_idx': 32, 'end_idx': 42, 'type': 'INV'}","{'word': '2010년 12월', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",no_relation
481,2011년 2월에는 안드로이드 마켓 접근을 안드로이드 탑재 기기에 한하던 것을 웹을 통하여 거의 대부분의 기기에서 접근할 수 있도록 하였다.,"{'word': '안드로이드 마켓', 'start_idx': 11, 'end_idx': 18, 'type': 'INV'}","{'word': '2011년 2월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
482,"2021년 6월 24일 영상, 오디오, 도서 등 콘텐츠 분야에 한정해 수수료를 15% 감면하는 방안을 발표하였다.","{'word': '콘텐츠', 'start_idx': 27, 'end_idx': 29, 'type': 'INV'}","{'word': '2021년 6월 24일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",no_relation
483,"2009년 4월 2일, 구글은 한 언론사와의 이메일 인터뷰에서 독일과 오스트리아, 네덜란드, 프랑스, 스페인에도 유료 애플리케이션 판매 시스템을 구축하기 위하여 힘쓰고 있으며, 이들 국가의 판매시스템이 완성되면 다른 국가의 개발자를 위한 판매 시스템에 관한 계획을 발표하겠다고 밝혔다.","{'word': '판매 시스템', 'start_idx': 73, 'end_idx': 78, 'type': 'INV'}","{'word': '2009년 4월 2일', 'start_idx': 0, 'end_idx': 10, 'type': 'DAT'}",no_relation
484,"개발자는 애플리케이션 판매 수익의 70%를 가지고, 나머지 30%는 이동 통신 사업자가 가진다.","{'word': '애플리케이션', 'start_idx': 5, 'end_idx': 10, 'type': 'INV'}","{'word': '70%', 'start_idx': 19, 'end_idx': 21, 'type': 'NOH'}",no_relation
485,쉽게 설명하자면 4G이전에 기술에서는 데이터를 전달하는 주파수를 여러 사용자가 나누어 공유했다.,"{'word': '4G', 'start_idx': 9, 'end_idx': 10, 'type': 'INV'}","{'word': '주파수', 'start_idx': 31, 'end_idx': 33, 'type': 'POH'}",no_relation
486,"5G 네트워크 셀룰러 타워는 현재 3G / 4G 기지국 타워에 비해 훨씬 작은 셀을 위해 설계되어야 한다. 3G / 4G 네트워크 셀룰러 타워의 경우, 출력 전력을 조정하여 최대 50km-150km를 기적으로 커버 할 수 있지만, 그러나 5G 셀 스테이션은 이상적으로 250-300m의 거리를 커버하도록 설계되어야 한다.","{'word': '5G 네트워크', 'start_idx': 0, 'end_idx': 6, 'type': 'INV'}","{'word': '작은 셀', 'start_idx': 41, 'end_idx': 44, 'type': 'POH'}",no_relation
487,"페이스 ID는 일시적으로 비활성화되며, 5번의 스캔 실패, 48시간의 비활성, 기기 재시동 또는 기기의 양쪽 버튼 중 2개가 짧게 고정된 경우 사용자의 암호가 필요하다.","{'word': '페이스 ID', 'start_idx': 0, 'end_idx': 5, 'type': 'INV'}","{'word': '사용자의 암호', 'start_idx': 80, 'end_idx': 86, 'type': 'POH'}",no_relation
488,"갤럭시()는 은하를 의미하는 단어로, 다음과 같은 뜻이 있다.","{'word': '갤럭시', 'start_idx': 0, 'end_idx': 2, 'type': 'INV'}","{'word': '은하', 'start_idx': 7, 'end_idx': 8, 'type': 'POH'}",no_relation
489,"음악은 구글 플레이 웹사이트나, 안드로이드 디바이스로 들을 수 있다.","{'word': '구글 플레이', 'start_idx': 4, 'end_idx': 9, 'type': 'INV'}","{'word': '안드로이드 디바이스', 'start_idx': 18, 'end_idx': 27, 'type': 'POH'}",no_relation
490,인터넷이나 안드로이드 애플리케이션을 통해 오프라인에서도 볼 수 있다.,"{'word': '안드로이드', 'start_idx': 6, 'end_idx': 10, 'type': 'INV'}","{'word': '오프라인', 'start_idx': 23, 'end_idx': 26, 'type': 'POH'}",no_relation
491,지원되는 앱들은 사용자가 디스플레이를 열 때 전화와 태블릿 지향 레이아웃 간 전환이 가능하다.,"{'word': '앱', 'start_idx': 5, 'end_idx': 5, 'type': 'INV'}","{'word': '디스플레이', 'start_idx': 14, 'end_idx': 18, 'type': 'VIS'}",no_relation
492,이는 삼성 페이(mini 포함) 앱 내에서 삼성 페이 제휴 삼성 체크카드 등을 신청할 경우에도 예외 없이 적용한다.,"{'word': '삼성 페이', 'start_idx': 3, 'end_idx': 7, 'type': 'INV'}","{'word': '삼성 체크카드', 'start_idx': 33, 'end_idx': 39, 'type': 'VIS'}",no_relation
493,무선 이동 통신 기술의 속도와 기능이 발전하여 3 세대 라고 한 것이다.,"{'word': '무선 이동 통신 기술', 'start_idx': 0, 'end_idx': 10, 'type': 'INV'}","{'word': '기능', 'start_idx': 17, 'end_idx': 18, 'type': 'INV'}",no_relation
494,안드로이드 마켓의 UI가 변경되었다.,"{'word': '안드로이드 마켓', 'start_idx': 0, 'end_idx': 7, 'type': 'INV'}","{'word': 'UI', 'start_idx': 10, 'end_idx': 11, 'type': 'INV'}",no_relation
495,"이는 안드로이드가 이통사 혹은 그에 준하는 연합체의 외부 오픈 마켓을 허용하고 있어, 굳이 안드로이드 마켓을 위한 과금체계를 추가하고자 하는 의지가 없다는 점도 일부 작용하고 있다.","{'word': '안드로이드', 'start_idx': 3, 'end_idx': 7, 'type': 'INV'}","{'word': '오픈 마켓', 'start_idx': 32, 'end_idx': 36, 'type': 'INV'}",no_relation
496,구글 플레이에서 얻은 개발자 수익은 구글 체크아웃을 통하여 지급된다.,"{'word': '구글 플레이', 'start_idx': 0, 'end_idx': 5, 'type': 'INV'}","{'word': '구글 체크아웃', 'start_idx': 20, 'end_idx': 26, 'type': 'INV'}",no_relation
497,"예를 들어, 게임 애플리케이션은 진동 울림 퍼미션등을 이용할 수 있지만, 메시지 읽기나 주소록 접근 퍼미션은 불필요하므로 사용자가 이를 통해 판단하여 결정한다.","{'word': '애플리케이션', 'start_idx': 10, 'end_idx': 15, 'type': 'INV'}","{'word': '진동 울림 퍼미션', 'start_idx': 18, 'end_idx': 26, 'type': 'INV'}",no_relation
498,"삼성은 2018년 11월 개발자 콘퍼런스에서 갤럭시 폴드 프로토타입과 ""인피니티 플렉스 디스플레이""(Infinity Flex Display)를 공개하였으며, 삼성의 안드로이드 배포판과 새로 선보인 One UI 소프트웨어의 적용을 발표하였다.","{'word': 'One UI', 'start_idx': 110, 'end_idx': 115, 'type': 'INV'}","{'word': '소프트웨어', 'start_idx': 117, 'end_idx': 121, 'type': 'INV'}",no_relation
499,갤럭시 넥서스는 넥서스 4를 출시한 후로 판매를 중지하였다.,"{'word': '갤럭시 넥서스', 'start_idx': 0, 'end_idx': 6, 'type': 'VIS'}","{'word': '넥서스 4', 'start_idx': 9, 'end_idx': 13, 'type': 'VIS'}",no_relation
500,"어댑터가 없는 구형 맥세이프 커넥터와 호환되지 않으며, 기계 측면을 따라 흐르는 L자형보다는 직선을 가리키는 T자형 설계로 되돌아간다.","{'word': '구형 맥세이프 커넥터', 'start_idx': 8, 'end_idx': 18, 'type': 'VIS'}","{'word': '어댑터', 'start_idx': 0, 'end_idx': 2, 'type': 'VIS'}",no_relation
501,화면은 전면 카메라를 위해 디스플레이 상단을 둥글게 깎아놓은 형태를 취한다.,"{'word': '화면', 'start_idx': 0, 'end_idx': 1, 'type': 'VIS'}","{'word': '전면 카메라', 'start_idx': 4, 'end_idx': 9, 'type': 'VIS'}",no_relation
502,스냅드래곤 855+ SoC와 아드레노 640 GPU를 활용하며 8 GB의 LPDDR4X RAM과 256 GB의 확장 불가 UFS 3.0 스토리지를 포함한다.,"{'word': '스냅드래곤 855+', 'start_idx': 0, 'end_idx': 9, 'type': 'VIS'}","{'word': 'LPDDR4X RAM', 'start_idx': 41, 'end_idx': 51, 'type': 'VIS'}",no_relation
503,이 장치를 접으면 4.6인치 약 갤럭시 S3 크기의 작은 디스플레이가 노출된다.,"{'word': '갤럭시 S3', 'start_idx': 18, 'end_idx': 23, 'type': 'VIS'}","{'word': '작은 디스플레이', 'start_idx': 29, 'end_idx': 36, 'type': 'VIS'}",no_relation
504,갤럭시 폴드는 5G 모델과 함께 판매된다.,"{'word': '갤럭시 폴드', 'start_idx': 0, 'end_idx': 5, 'type': 'VIS'}","{'word': '5G 모델', 'start_idx': 8, 'end_idx': 12, 'type': 'VIS'}",no_relation
505,일부는 더 엄격한 ITU IMT-2020 정의를 더 선호하지만 훨씬 더 빠른 속도의 고주파수 대역만 포함하고 있다.,"{'word': 'IMT-2020', 'start_idx': 14, 'end_idx': 21, 'type': 'POH'}","{'word': '고주파수 대역', 'start_idx': 47, 'end_idx': 53, 'type': 'POH'}",no_relation
